image_id,x,y,width,height
500,345.27362060546875,35.593441009521484,44.365936279296875,43.1098518371582
500,89.79219055175781,45.51615905761719,23.237815856933594,44.06599426269531
500,404.09112548828125,50.503623962402344,28.026611328125,29.28662109375
500,452.8554992675781,25.15351104736328,31.22406005859375,55.1416015625
500,189.52183532714844,41.671051025390625,27.328399658203125,55.482398986816406
500,130.55226135253906,65.3545913696289,32.191192626953125,30.412002563476562
500,310.6597900390625,33.504432678222656,22.008758544921875,59.756988525390625
500,19.046459197998047,40.237064361572266,14.48187255859375,68.79325485229492
500,67.17091369628906,49.954132080078125,11.256752014160156,39.785667419433594
500,240.0200958251953,38.65227508544922,9.894882202148438,62.89263153076172
500,265.77447509765625,64.47026824951172,27.901702880859375,11.212615966796875
500,494.6585998535156,26.10686492919922,15.631927490234375,68.20245361328125
501,1160.5938720703125,207.83309936523438,105.0782470703125,99.82626342773438
501,705.0458374023438,196.8186798095703,95.935791015625,167.20298767089844
501,486.158935546875,255.3022918701172,65.4716796875,98.60874938964844
501,826.7887573242188,211.5716552734375,131.88214111328125,125.94174194335938
501,1577.91064453125,161.42796325683594,87.0244140625,112.81120300292969
501,1417.1636962890625,242.76129150390625,70.08984375,68.59881591796875
501,215.6524200439453,200.75552368164062,64.66581726074219,133.22677612304688
501,1306.220458984375,181.4954071044922,37.8768310546875,141.7036895751953
501,293.37103271484375,204.06692504882812,69.75784301757812,132.9102783203125
501,1015.6411743164062,283.5414123535156,78.40325927734375,28.9608154296875
501,1679.0660400390625,535.1932983398438,121.1517333984375,51.7349853515625
502,368.1827087402344,60.70192337036133,33.60101318359375,35.98005294799805
502,280.9716491699219,43.99544906616211,31.15020751953125,60.26765060424805
502,76.9273681640625,48.27326202392578,34.20124816894531,69.45309448242188
502,217.6707305908203,59.05111312866211,41.50437927246094,45.828426361083984
502,421.536865234375,39.13333511352539,35.393798828125,52.64359664916992
502,533.9705200195312,35.33129119873047,13.94366455078125,51.34669494628906
502,325.2356872558594,38.29673385620117,13.903717041015625,74.75106430053711
502,146.5833740234375,70.49860382080078,15.245208740234375,20.633018493652344
502,483.38421630859375,62.12701416015625,34.31610107421875,16.52509307861328
502,123.92103576660156,55.05232238769531,9.214309692382812,53.061805725097656
503,415.0280456542969,103.5234375,71.76693725585938,113.58491516113281
503,1037.222900390625,139.34584045410156,56.6138916015625,101.65106201171875
503,93.5494384765625,81.15812683105469,38.539306640625,148.29644775390625
503,312.012939453125,149.83970642089844,61.806365966796875,63.77073669433594
503,583.5006713867188,155.86605834960938,56.93267822265625,78.13905334472656
503,498.8173522949219,83.98041534423828,42.002166748046875,176.88863372802734
503,796.0947265625,151.52809143066406,72.174072265625,66.36968994140625
503,1118.85498046875,112.66531372070312,46.016845703125,165.9893798828125
503,183.23687744140625,98.29570770263672,61.78770446777344,111.96215057373047
503,702.430419921875,118.64776611328125,39.38897705078125,148.65899658203125
503,935.82763671875,185.44345092773438,46.980712890625,17.941787719726562
504,69.11873626708984,16.82227325439453,20.723281860351562,19.359153747558594
504,270.9081115722656,12.108641624450684,19.8560791015625,22.520028114318848
504,360.6676025390625,2.590604782104492,18.779205322265625,30.438173294067383
504,47.73043441772461,14.058347702026367,13.36770248413086,19.92598533630371
504,218.7705078125,10.592225074768066,13.924484252929688,23.248896598815918
504,332.38580322265625,18.251415252685547,16.158782958984375,19.85403823852539
504,20.355154037475586,13.61492919921875,12.470209121704102,24.381309509277344
504,141.4388427734375,13.030632972717285,8.255035400390625,29.457125663757324
504,5.202024459838867,12.333321571350098,8.180360794067383,27.05082607269287
504,306.5125732421875,9.423836708068848,8.778778076171875,29.70345973968506
504,102.82653045654297,13.506805419921875,22.530670166015625,23.975433349609375
504,169.9127655029297,19.48090934753418,23.078948974609375,21.514955520629883
504,244.3643341064453,27.63023567199707,16.728927612304688,6.398504257202148
505,533.14111328125,116.10414123535156,67.0196533203125,93.22457885742188
505,34.59665298461914,75.06008911132812,112.1569938659668,222.85873413085938
505,448.7459411621094,116.26885223388672,70.29208374023438,119.76116180419922
505,1078.9248046875,73.60563659667969,61.2984619140625,123.68489074707031
505,184.36703491210938,148.69537353515625,89.515380859375,100.55397033691406
505,631.3547973632812,145.02178955078125,75.11407470703125,61.58399963378906
505,326.4037780761719,155.30931091308594,84.849609375,69.14730834960938
505,734.5398559570312,124.48311614990234,24.03729248046875,65.6883773803711
505,837.2049560546875,70.92974853515625,72.78839111328125,188.980712890625
505,992.4782104492188,145.60166931152344,64.63970947265625,26.92919921875
505,783.1160888671875,100.48471069335938,50.2332763671875,127.16249084472656
506,1512.6759033203125,416.30303955078125,61.95458984375,83.61318969726562
506,436.4313049316406,420.4088134765625,100.72213745117188,97.2353515625
506,1645.471435546875,381.0241394042969,61.3826904296875,97.03411865234375
506,926.7559814453125,431.9712219238281,56.21624755859375,81.50839233398438
506,1394.6162109375,377.4087829589844,36.621337890625,153.99374389648438
506,1280.84130859375,393.8104248046875,86.6324462890625,108.852294921875
506,776.3024291992188,414.96795654296875,39.85760498046875,123.66778564453125
506,1081.857666015625,422.15850830078125,75.91796875,109.59210205078125
506,560.8172607421875,475.6568908691406,91.291748046875,28.01812744140625
506,856.7413330078125,434.98150634765625,35.14166259765625,69.25076293945312
507,547.0415649414062,310.31329345703125,122.4068603515625,134.35577392578125
507,766.5381469726562,251.46832275390625,147.73651123046875,161.34603881835938
507,1046.642578125,287.79522705078125,114.3756103515625,133.4515380859375
507,339.5755920410156,241.6646270751953,100.56655883789062,206.7656707763672
507,1325.84375,201.77964782714844,50.2205810546875,226.2176971435547
508,1481.7332763671875,212.23521423339844,170.4193115234375,159.42189025878906
508,862.77294921875,225.8950958251953,132.43701171875,148.9391326904297
508,1017.3558959960938,169.2797088623047,87.87127685546875,261.81459045410156
508,518.4161987304688,246.6661376953125,116.4412841796875,157.6109619140625
508,1218.291748046875,246.0020294189453,102.565673828125,119.27064514160156
508,369.449462890625,171.52615356445312,112.767333984375,242.797119140625
508,702.1613159179688,337.0083312988281,101.44635009765625,29.397308349609375
509,196.93246459960938,120.69976806640625,132.633056640625,76.41215515136719
509,911.0431518554688,145.6524200439453,50.2568359375,67.21163940429688
509,526.2051391601562,91.38932800292969,48.40521240234375,159.31948852539062
509,836.7161254882812,147.70965576171875,36.3671875,38.644927978515625
509,69.59917449951172,103.38285064697266,137.46489715576172,151.4959945678711
509,454.9569396972656,122.03314208984375,69.92544555664062,88.26097106933594
509,1058.3184814453125,85.70220947265625,71.275634765625,152.6103973388672
509,342.6590576171875,143.67222595214844,133.30545043945312,77.95903015136719
509,754.1123657226562,117.40924835205078,77.23333740234375,82.6563949584961
510,478.8125305175781,36.96562576293945,64.50668334960938,109.58366012573242
510,1066.3358154296875,83.08052825927734,83.2811279296875,103.8767318725586
510,179.75389099121094,23.75052833557129,69.62614440917969,106.56596946716309
510,699.10400390625,52.039306640625,84.2310791015625,128.9713897705078
510,314.66680908203125,12.398179054260254,48.217926025390625,147.87689113616943
510,901.5217895507812,72.9112548828125,111.31268310546875,109.9111328125
510,42.32078552246094,20.65436363220215,78.86392211914062,101.39950752258301
510,821.0894165039062,47.33720397949219,55.77484130859375,148.08456420898438
510,424.09832763671875,29.648542404174805,35.29718017578125,101.07988166809082
510,583.4566040039062,109.15923309326172,77.74871826171875,21.73914337158203
511,2624.5791015625,294.363037109375,290.57177734375,564.3584594726562
511,2106.7724609375,521.6709594726562,293.06689453125,389.17242431640625
511,1748.31640625,229.21975708007812,259.1143798828125,828.1558532714844
511,388.18951416015625,189.5751495361328,284.33306884765625,771.9374847412109
511,769.0588989257812,425.9792785644531,261.25433349609375,363.3877258300781
